SampleID 	Mouse 	Cage	Day	Gender	Co_Housed	Genotype	Treatment_Grp	Colonization630	Treatment_1	Treatment_2	Year
7135D00	7135	713	0	female	no	WT	630_VPI	colonized	630	VPI	2013
7135D01	7135	713	1	female	no	WT	630_VPI	colonized	630	VPI	2013
7135D04	7135	713	4	female	no	WT	630_VPI	colonized	630	VPI	2013
7135D07	7135	713	7	female	no	WT	630_VPI	colonized	630	VPI	2013
7135D10	7135	713	10	female	no	WT	630_VPI	colonized	630	VPI	2013
7135D13	7135	713	13	female	no	WT	630_VPI	colonized	630	VPI	2013
7135D16	7135	713	16	female	no	WT	630_VPI	colonized	630	VPI	2013
7135D22	7135	713	22	female	no	WT	630_VPI	colonized	630	VPI	2013
7135D28	7135	713	28	female	no	WT	630_VPI	colonized	630	VPI	2013
7135D34	7135	713	34	female	no	WT	630_VPI	colonized	630	VPI	2013
7135D37	7135	713	37	female	no	WT	630_VPI	colonized	630	VPI	2013
7135D44	7135	713	44	female	no	WT	630_VPI	colonized	630	VPI	2013
7135Dneg15	7135	713	-15	female	no	WT	630_VPI	colonized	630	VPI	2013
7141D00	7141	714	0	female	no	WT	630_VPI	cleared	630	VPI	2013
7141D01	7141	714	1	female	no	WT	630_VPI	cleared	630	VPI	2013
7141D04	7141	714	4	female	no	WT	630_VPI	cleared	630	VPI	2013
7141D07	7141	714	7	female	no	WT	630_VPI	cleared	630	VPI	2013
7141D10	7141	714	10	female	no	WT	630_VPI	cleared	630	VPI	2013
7141D13	7141	714	13	female	no	WT	630_VPI	cleared	630	VPI	2013
7141D16	7141	714	16	female	no	WT	630_VPI	cleared	630	VPI	2013
7141D22	7141	714	22	female	no	WT	630_VPI	cleared	630	VPI	2013
7141D34	7141	714	34	female	no	WT	630_VPI	cleared	630	VPI	2013
7141D37	7141	714	37	female	no	WT	630_VPI	cleared	630	VPI	2013
7141D44	7141	714	44	female	no	WT	630_VPI	cleared	630	VPI	2013
7141Dneg15	7141	714	-15	female	no	WT	630_VPI	cleared	630	VPI	2013
7142D00	7142	714	0	female	no	WT	630_VPI	cleared	630	VPI	2013
7142D01	7142	714	1	female	no	WT	630_VPI	cleared	630	VPI	2013
7142D04	7142	714	4	female	no	WT	630_VPI	cleared	630	VPI	2013
7142D07	7142	714	7	female	no	WT	630_VPI	cleared	630	VPI	2013
7142D10	7142	714	10	female	no	WT	630_VPI	cleared	630	VPI	2013
7142D13	7142	714	13	female	no	WT	630_VPI	cleared	630	VPI	2013
7142D16	7142	714	16	female	no	WT	630_VPI	cleared	630	VPI	2013
7142D22	7142	714	22	female	no	WT	630_VPI	cleared	630	VPI	2013
7142D34	7142	714	34	female	no	WT	630_VPI	cleared	630	VPI	2013
7142D37	7142	714	37	female	no	WT	630_VPI	cleared	630	VPI	2013
7142D44	7142	714	44	female	no	WT	630_VPI	cleared	630	VPI	2013
7142Dneg15	7142	714	-15	female	no	WT	630_VPI	cleared	630	VPI	2013
7143D00	7143	714	0	female	no	WT	630_VPI	cleared	630	VPI	2013
7143D01	7143	714	1	female	no	WT	630_VPI	cleared	630	VPI	2013
7143D04	7143	714	4	female	no	WT	630_VPI	cleared	630	VPI	2013
7143D07	7143	714	7	female	no	WT	630_VPI	cleared	630	VPI	2013
7143D10	7143	714	10	female	no	WT	630_VPI	cleared	630	VPI	2013
7143D13	7143	714	13	female	no	WT	630_VPI	cleared	630	VPI	2013
7143D16	7143	714	16	female	no	WT	630_VPI	cleared	630	VPI	2013
7143D22	7143	714	22	female	no	WT	630_VPI	cleared	630	VPI	2013
7143D28	7143	714	28	female	no	WT	630_VPI	cleared	630	VPI	2013
7143D34	7143	714	34	female	no	WT	630_VPI	cleared	630	VPI	2013
7143D37	7143	714	37	female	no	WT	630_VPI	cleared	630	VPI	2013
7143D44	7143	714	44	female	no	WT	630_VPI	cleared	630	VPI	2013
7143Dneg15	7143	714	-15	female	no	WT	630_VPI	cleared	630	VPI	2013
7144D00	7144	714	0	female	no	WT	630_VPI	cleared	630	VPI	2013
7144D01	7144	714	1	female	no	WT	630_VPI	cleared	630	VPI	2013
7144D04	7144	714	4	female	no	WT	630_VPI	cleared	630	VPI	2013
7144D07	7144	714	7	female	no	WT	630_VPI	cleared	630	VPI	2013
7144D10	7144	714	10	female	no	WT	630_VPI	cleared	630	VPI	2013
7144D13	7144	714	13	female	no	WT	630_VPI	cleared	630	VPI	2013
7144D16	7144	714	16	female	no	WT	630_VPI	cleared	630	VPI	2013
7144D22	7144	714	22	female	no	WT	630_VPI	cleared	630	VPI	2013
7144D28	7144	714	28	female	no	WT	630_VPI	cleared	630	VPI	2013
7144D34	7144	714	34	female	no	WT	630_VPI	cleared	630	VPI	2013
7144D37	7144	714	37	female	no	WT	630_VPI	cleared	630	VPI	2013
7144D44	7144	714	44	female	no	WT	630_VPI	cleared	630	VPI	2013
7144Dneg15	7144	714	-15	female	no	WT	630_VPI	cleared	630	VPI	2013
7151D00	7151	715	0	female	no	WT	630_VPI	colonized	630	VPI	2013
7151D01	7151	715	1	female	no	WT	630_VPI	colonized	630	VPI	2013
7151D04	7151	715	4	female	no	WT	630_VPI	colonized	630	VPI	2013
7151D07	7151	715	7	female	no	WT	630_VPI	colonized	630	VPI	2013
7151D10	7151	715	10	female	no	WT	630_VPI	colonized	630	VPI	2013
7151D13	7151	715	13	female	no	WT	630_VPI	colonized	630	VPI	2013
7151D16	7151	715	16	female	no	WT	630_VPI	colonized	630	VPI	2013
7151D22	7151	715	22	female	no	WT	630_VPI	colonized	630	VPI	2013
7151D28	7151	715	28	female	no	WT	630_VPI	colonized	630	VPI	2013
7151D34	7151	715	34	female	no	WT	630_VPI	colonized	630	VPI	2013
7151D37	7151	715	37	female	no	WT	630_VPI	colonized	630	VPI	2013
7151D44	7151	715	44	female	no	WT	630_VPI	colonized	630	VPI	2013
7151Dneg15	7151	715	-15	female	no	WT	630_VPI	colonized	630	VPI	2013
7152D00	7152	715	0	female	no	WT	630_VPI	colonized	630	VPI	2013
7152D01	7152	715	1	female	no	WT	630_VPI	colonized	630	VPI	2013
7152D04	7152	715	4	female	no	WT	630_VPI	colonized	630	VPI	2013
7152D07	7152	715	7	female	no	WT	630_VPI	colonized	630	VPI	2013
7152D10	7152	715	10	female	no	WT	630_VPI	colonized	630	VPI	2013
7152D13	7152	715	13	female	no	WT	630_VPI	colonized	630	VPI	2013
7152D16	7152	715	16	female	no	WT	630_VPI	colonized	630	VPI	2013
7152D22	7152	715	22	female	no	WT	630_VPI	colonized	630	VPI	2013
7152D28	7152	715	28	female	no	WT	630_VPI	colonized	630	VPI	2013
7152D34	7152	715	34	female	no	WT	630_VPI	colonized	630	VPI	2013
7152D37	7152	715	37	female	no	WT	630_VPI	colonized	630	VPI	2013
7152D44	7152	715	44	female	no	WT	630_VPI	colonized	630	VPI	2013
7152Dneg15	7152	715	-15	female	no	WT	630_VPI	colonized	630	VPI	2013
7153D00	7153	715	0	female	no	WT	630_VPI	colonized	630	VPI	2013
7153D01	7153	715	1	female	no	WT	630_VPI	colonized	630	VPI	2013
7153D04	7153	715	4	female	no	WT	630_VPI	colonized	630	VPI	2013
7153D07	7153	715	7	female	no	WT	630_VPI	colonized	630	VPI	2013
7153D10	7153	715	10	female	no	WT	630_VPI	colonized	630	VPI	2013
7153D13	7153	715	13	female	no	WT	630_VPI	colonized	630	VPI	2013
7153D16	7153	715	16	female	no	WT	630_VPI	colonized	630	VPI	2013
7153D22	7153	715	22	female	no	WT	630_VPI	colonized	630	VPI	2013
7153D28	7153	715	28	female	no	WT	630_VPI	colonized	630	VPI	2013
7153D34	7153	715	34	female	no	WT	630_VPI	colonized	630	VPI	2013
7153D37	7153	715	37	female	no	WT	630_VPI	colonized	630	VPI	2013
7153D44	7153	715	44	female	no	WT	630_VPI	colonized	630	VPI	2013
7153Dneg15	7153	715	-15	female	no	WT	630_VPI	colonized	630	VPI	2013
7154D01	7154	715	1	female	no	WT	630_VPI	colonized	630	VPI	2013
7154D07	7154	715	7	female	no	WT	630_VPI	colonized	630	VPI	2013
7154D10	7154	715	10	female	no	WT	630_VPI	colonized	630	VPI	2013
7154D13	7154	715	13	female	no	WT	630_VPI	colonized	630	VPI	2013
7154D16	7154	715	16	female	no	WT	630_VPI	colonized	630	VPI	2013
7154D22	7154	715	22	female	no	WT	630_VPI	colonized	630	VPI	2013
7154D28	7154	715	28	female	no	WT	630_VPI	colonized	630	VPI	2013
7154D34	7154	715	34	female	no	WT	630_VPI	colonized	630	VPI	2013
7154D37	7154	715	37	female	no	WT	630_VPI	colonized	630	VPI	2013
7154D44	7154	715	44	female	no	WT	630_VPI	colonized	630	VPI	2013
7154Dneg15	7154	715	-15	female	no	WT	630_VPI	colonized	630	VPI	2013
7155D00	7155	715	0	female	no	WT	630_VPI	colonized	630	VPI	2013
7155D01	7155	715	1	female	no	WT	630_VPI	colonized	630	VPI	2013
7155D04	7155	715	4	female	no	WT	630_VPI	colonized	630	VPI	2013
7155D07	7155	715	7	female	no	WT	630_VPI	colonized	630	VPI	2013
7155D10	7155	715	10	female	no	WT	630_VPI	colonized	630	VPI	2013
7155D13	7155	715	13	female	no	WT	630_VPI	colonized	630	VPI	2013
7155D16	7155	715	16	female	no	WT	630_VPI	colonized	630	VPI	2013
7155D22	7155	715	22	female	no	WT	630_VPI	colonized	630	VPI	2013
7155D28	7155	715	28	female	no	WT	630_VPI	colonized	630	VPI	2013
7155D34	7155	715	34	female	no	WT	630_VPI	colonized	630	VPI	2013
7155D37	7155	715	37	female	no	WT	630_VPI	colonized	630	VPI	2013
7155D44	7155	715	44	female	no	WT	630_VPI	colonized	630	VPI	2013
7155Dneg15	7155	715	-15	female	no	WT	630_VPI	colonized	630	VPI	2013
921Feb112014	921	921	NA	NA	NA	NA	NA	NA	NA	NA	2014
921Feb72014	921	921	NA	NA	NA	NA	NA	NA	NA	NA	2014
9262D0	9262	926	0	male	no	WT	630_VPI	colonized	630	VPI	2014_pilot
9262D8	9262	926	8	male	no	WT	630_VPI	colonized	630	VPI	2014_pilot
9262Dneg16	9262	926	-16	male	no	WT	630_VPI	colonized	630	VPI	2014_pilot
9263D0	9263	926	0	male	no	WT	630_VPI	colonized	630	VPI	2014_pilot
9263D8	9263	926	8	male	no	WT	630_VPI	colonized	630	VPI	2014_pilot
9263Dneg16	9263	926	-16	male	no	WT	630_VPI	colonized	630	VPI	2014_pilot
9371D0	9371	937	0	male	yes	WT	630_VPI	colonized	630	VPI	2014_pilot
9371D8	9371	937	8	male	yes	WT	630_VPI	colonized	630	VPI	2014_pilot
9371Dneg16	9371	937	-16	male	yes	WT	630_VPI	colonized	630	VPI	2014_pilot
9372D0	9372	937	0	male	yes	RAG1KO	630_VPI	colonized	630	VPI	2014_pilot
9372Dneg16	9372	937	-16	male	yes	RAG1KO	630_VPI	colonized	630	VPI	2014_pilot
9441D0	9441	944	0	NA	NA	NA	NA	NA	NA	NA	2014
9441Dneg10	9441	944	-10	NA	NA	NA	NA	NA	NA	NA	2014
9441Dneg7	9441	944	-7	NA	NA	NA	NA	NA	NA	NA	2014
9442D0	9442	944	0	NA	NA	NA	NA	NA	NA	NA	2014
9442Dneg10A	9442	944	-10	NA	NA	NA	NA	NA	NA	NA	2014
9442Dneg10B	9442	944	-10	NA	NA	NA	NA	NA	NA	NA	2014
9442Dneg7A	9442	944	-7	NA	NA	NA	NA	NA	NA	NA	2014
9442Dneg7B	9442	944	-7	NA	NA	NA	NA	NA	NA	NA	2014
9443D0	9443	944	0	NA	NA	NA	NA	NA	NA	NA	2014
9444D0	9444	944	0	NA	NA	NA	NA	NA	NA	NA	2014
9444Dneg10	9444	944	-10	NA	NA	NA	NA	NA	NA	NA	2014
9444Dneg7	9444	944	-7	NA	NA	NA	NA	NA	NA	NA	2014
9445Dneg10	9445	944	-10	NA	NA	NA	NA	NA	NA	NA	2014
9445Dneg7	9445	944	-7	NA	NA	NA	NA	NA	NA	NA	2014
9461D0	9461	946	0	NA	NA	NA	NA	NA	NA	NA	2014
9461Dneg10	9461	946	-10	NA	NA	NA	NA	NA	NA	NA	2014
9461Dneg7	9461	946	-7	NA	NA	NA	NA	NA	NA	NA	2014
9462D0	9462	946	0	NA	NA	NA	NA	NA	NA	NA	2014
9462Dneg10	9462	946	-10	NA	NA	NA	NA	NA	NA	NA	2014
9462Dneg7	9462	946	-7	NA	NA	NA	NA	NA	NA	NA	2014
9463D0	9463	946	0	NA	NA	NA	NA	NA	NA	NA	2014
9463Dneg10	9463	946	-10	NA	NA	NA	NA	NA	NA	NA	2014
9464D0	9464	946	0	NA	NA	NA	NA	NA	NA	NA	2014
9464Dneg10	9464	946	-10	NA	NA	NA	NA	NA	NA	NA	2014
9464Dneg7	9464	946	-7	NA	NA	NA	NA	NA	NA	NA	2014
9465D0	9465	946	0	NA	NA	NA	NA	NA	NA	NA	2014
9465Dneg10	9465	946	-10	NA	NA	NA	NA	NA	NA	NA	2014
9465Dneg7	9465	946	-7	NA	NA	NA	NA	NA	NA	NA	2014
9472Dneg10	9472	947	-10	NA	NA	NA	NA	NA	NA	NA	2014
9473Dneg10	9473	947	-10	NA	NA	NA	NA	NA	NA	NA	2014
9474Dneg10	9474	947	-10	NA	NA	NA	NA	NA	NA	NA	2014
9475Dneg10	9475	947	-10	NA	NA	NA	NA	NA	NA	NA	2014
9743D0	9743	974	0	female	no	WT	Naive_VPI	uncolonized	mock	VPI	2014
9743D1	9743	974	1	female	no	WT	Naive_VPI	uncolonized	mock	VPI	2014
9743D10	9743	974	10	female	no	WT	Naive_VPI	uncolonized	mock	VPI	2014
9743D16	9743	974	16	female	no	WT	Naive_VPI	uncolonized	mock	VPI	2014
9743D22	9743	974	22	female	no	WT	Naive_VPI	uncolonized	mock	VPI	2014
9743D4	9743	974	4	female	no	WT	Naive_VPI	uncolonized	mock	VPI	2014
9743D44	9743	974	44	female	no	WT	Naive_VPI	uncolonized	mock	VPI	2014
9743D7	9743	974	7	female	no	WT	Naive_VPI	uncolonized	mock	VPI	2014
9743Dneg15	9743	974	-15	female	no	WT	Naive_VPI	uncolonized	mock	VPI	2014
9744D0	9744	974	0	female	no	WT	Naive_VPI	uncolonized	mock	VPI	2014
9744D1	9744	974	1	female	no	WT	Naive_VPI	uncolonized	mock	VPI	2014
9744D10	9744	974	10	female	no	WT	Naive_VPI	uncolonized	mock	VPI	2014
9744D16	9744	974	16	female	no	WT	Naive_VPI	uncolonized	mock	VPI	2014
9744D22	9744	974	22	female	no	WT	Naive_VPI	uncolonized	mock	VPI	2014
9744D4	9744	974	4	female	no	WT	Naive_VPI	uncolonized	mock	VPI	2014
9744D44	9744	974	44	female	no	WT	Naive_VPI	uncolonized	mock	VPI	2014
9744D7	9744	974	7	female	no	WT	Naive_VPI	uncolonized	mock	VPI	2014
9744Dneg15	9744	974	-15	female	no	WT	Naive_VPI	uncolonized	mock	VPI	2014
9761D0	9761	976	0	male	yes	WT	Naive_VPI	uncolonized	mock	VPI	2014
9761D1	9761	976	1	male	yes	WT	Naive_VPI	uncolonized	mock	VPI	2014
9761D10	9761	976	10	male	yes	WT	Naive_VPI	uncolonized	mock	VPI	2014
9761D16	9761	976	16	male	yes	WT	Naive_VPI	uncolonized	mock	VPI	2014
9761D22	9761	976	22	male	yes	WT	Naive_VPI	uncolonized	mock	VPI	2014
9761D4	9761	976	4	male	yes	WT	Naive_VPI	uncolonized	mock	VPI	2014
9761D7	9761	976	7	male	yes	WT	Naive_VPI	uncolonized	mock	VPI	2014
9761Dneg15	9761	976	-15	male	yes	WT	Naive_VPI	uncolonized	mock	VPI	2014
9762D0	9762	976	0	male	yes	WT	Naive_VPI	uncolonized	mock	VPI	2014
9762D1	9762	976	1	male	yes	WT	Naive_VPI	uncolonized	mock	VPI	2014
9762D10	9762	976	10	male	yes	WT	Naive_VPI	uncolonized	mock	VPI	2014
9762D16	9762	976	16	male	yes	WT	Naive_VPI	uncolonized	mock	VPI	2014
9762D22	9762	976	22	male	yes	WT	Naive_VPI	uncolonized	mock	VPI	2014
9762D4	9762	976	4	male	yes	WT	Naive_VPI	uncolonized	mock	VPI	2014
9762D7	9762	976	7	male	yes	WT	Naive_VPI	uncolonized	mock	VPI	2014
9762Dneg15	9762	976	-15	male	yes	WT	Naive_VPI	uncolonized	mock	VPI	2014
9763D0	9763	976	0	male	yes	WT	Naive_VPI	uncolonized	mock	VPI	2014
9763D1	9763	976	1	male	yes	WT	Naive_VPI	uncolonized	mock	VPI	2014
9763D10	9763	976	10	male	yes	WT	Naive_VPI	uncolonized	mock	VPI	2014
9763D16	9763	976	16	male	yes	WT	Naive_VPI	uncolonized	mock	VPI	2014
9763D22	9763	976	22	male	yes	WT	Naive_VPI	uncolonized	mock	VPI	2014
9763D4	9763	976	4	male	yes	WT	Naive_VPI	uncolonized	mock	VPI	2014
9763D40	9763	976	40	male	yes	WT	Naive_VPI	uncolonized	mock	VPI	2014
9763D41	9763	976	41	male	yes	WT	Naive_VPI	uncolonized	mock	VPI	2014
9763D7	9763	976	7	male	yes	WT	Naive_VPI	uncolonized	mock	VPI	2014
9763Dneg15	9763	976	-15	male	yes	WT	Naive_VPI	uncolonized	mock	VPI	2014
9764D0	9764	976	0	male	yes	WT	Naive_VPI	uncolonized	mock	VPI	2014
9764D1	9764	976	1	male	yes	WT	Naive_VPI	uncolonized	mock	VPI	2014
9764D10	9764	976	10	male	yes	WT	Naive_VPI	uncolonized	mock	VPI	2014
9764D16	9764	976	16	male	yes	WT	Naive_VPI	uncolonized	mock	VPI	2014
9764D22	9764	976	22	male	yes	WT	Naive_VPI	uncolonized	mock	VPI	2014
9764D4	9764	976	4	male	yes	WT	Naive_VPI	uncolonized	mock	VPI	2014
9764D40	9764	976	40	male	yes	WT	Naive_VPI	uncolonized	mock	VPI	2014
9764D41	9764	976	41	male	yes	WT	Naive_VPI	uncolonized	mock	VPI	2014
9764D7	9764	976	7	male	yes	WT	Naive_VPI	uncolonized	mock	VPI	2014
9764Dneg15	9764	976	-15	male	yes	WT	Naive_VPI	uncolonized	mock	VPI	2014
9771D0	9771	977	0	female	yes	WT	630_VPI	colonized	630	VPI	2014
9771D1	9771	977	1	female	yes	WT	630_VPI	colonized	630	VPI	2014
9771D10	9771	977	10	female	yes	WT	630_VPI	colonized	630	VPI	2014
9771D16	9771	977	16	female	yes	WT	630_VPI	colonized	630	VPI	2014
9771D22	9771	977	22	female	yes	WT	630_VPI	colonized	630	VPI	2014
9771D4	9771	977	4	female	yes	WT	630_VPI	colonized	630	VPI	2014
9771D44	9771	977	44	female	yes	WT	630_VPI	colonized	630	VPI	2014
9771D7	9771	977	7	female	yes	WT	630_VPI	colonized	630	VPI	2014
9771Dneg15	9771	977	-15	female	yes	WT	630_VPI	colonized	630	VPI	2014
9772D0	9772	977	0	female	yes	WT	630_VPI	colonized	630	VPI	2014
9772D1	9772	977	1	female	yes	WT	630_VPI	colonized	630	VPI	2014
9772D10	9772	977	10	female	yes	WT	630_VPI	colonized	630	VPI	2014
9772D16	9772	977	16	female	yes	WT	630_VPI	colonized	630	VPI	2014
9772D16A	9772	977	 16A	female	yes	WT	630_VPI	colonized	630	VPI	2014
9772D16B	9772	977	 16B	female	yes	WT	630_VPI	colonized	630	VPI	2014
9772D22	9772	977	22	female	yes	WT	630_VPI	colonized	630	VPI	2014
9772D4	9772	977	4	female	yes	WT	630_VPI	colonized	630	VPI	2014
9772D44	9772	977	44	female	yes	WT	630_VPI	colonized	630	VPI	2014
9772D7	9772	977	7	female	yes	WT	630_VPI	colonized	630	VPI	2014
9772Dneg15	9772	977	-15	female	yes	WT	630_VPI	colonized	630	VPI	2014
9773D0	9773	977	0	female	yes	WT	630_VPI	colonized	630	VPI	2014
9773D1	9773	977	1	female	yes	WT	630_VPI	colonized	630	VPI	2014
9773D10	9773	977	10	female	yes	WT	630_VPI	colonized	630	VPI	2014
9773D16	9773	977	16	female	yes	WT	630_VPI	colonized	630	VPI	2014
9773D22	9773	977	22	female	yes	WT	630_VPI	colonized	630	VPI	2014
9773D22A	9773	977	22	female	yes	WT	630_VPI	colonized	630	VPI	2014
9773D22B	9773	977	22	female	yes	WT	630_VPI	colonized	630	VPI	2014
9773D4	9773	977	4	female	yes	WT	630_VPI	colonized	630	VPI	2014
9773D44	9773	977	44	female	yes	WT	630_VPI	colonized	630	VPI	2014
9773D7	9773	977	7	female	yes	WT	630_VPI	colonized	630	VPI	2014
9773Dneg15	9773	977	-15	female	yes	WT	630_VPI	colonized	630	VPI	2014
9774D0	9774	977	0	female	yes	WT	630_VPI	colonized	630	VPI	2014
9774D1	9774	977	1	female	yes	WT	630_VPI	colonized	630	VPI	2014
9774D10	9774	977	10	female	yes	WT	630_VPI	colonized	630	VPI	2014
9774D16	9774	977	16	female	yes	WT	630_VPI	colonized	630	VPI	2014
9774D22	9774	977	22	female	yes	WT	630_VPI	colonized	630	VPI	2014
9774D4	9774	977	4	female	yes	WT	630_VPI	colonized	630	VPI	2014
9774D44	9774	977	44	female	yes	WT	630_VPI	colonized	630	VPI	2014
9774D7	9774	977	7	female	yes	WT	630_VPI	colonized	630	VPI	2014
9774Dneg15	9774	977	-15	female	yes	WT	630_VPI	colonized	630	VPI	2014
9781D0	9781	978	0	male	yes	WT	630_VPI	cleared	630	VPI	2014
9781D1	9781	978	1	male	yes	WT	630_VPI	cleared	630	VPI	2014
9781D10	9781	978	10	male	yes	WT	630_VPI	cleared	630	VPI	2014
9781D16	9781	978	16	male	yes	WT	630_VPI	cleared	630	VPI	2014
9781D22	9781	978	22	male	yes	WT	630_VPI	cleared	630	VPI	2014
9781D4	9781	978	4	male	yes	WT	630_VPI	cleared	630	VPI	2014
9781D44	9781	978	44	male	yes	WT	630_VPI	cleared	630	VPI	2014
9781D7	9781	978	7	male	yes	WT	630_VPI	cleared	630	VPI	2014
9781Dneg15	9781	978	-15	male	yes	WT	630_VPI	cleared	630	VPI	2014
9782D0	9782	978	0	male	yes	WT	630_VPI	cleared	630	VPI	2014
9782D1	9782	978	1	male	yes	WT	630_VPI	cleared	630	VPI	2014
9782D10	9782	978	10	male	yes	WT	630_VPI	cleared	630	VPI	2014
9782D16	9782	978	16	male	yes	WT	630_VPI	cleared	630	VPI	2014
9782D22	9782	978	22	male	yes	WT	630_VPI	cleared	630	VPI	2014
9782D4	9782	978	4	male	yes	WT	630_VPI	cleared	630	VPI	2014
9782D44	9782	978	44	male	yes	WT	630_VPI	cleared	630	VPI	2014
9782D7	9782	978	7	male	yes	WT	630_VPI	cleared	630	VPI	2014
9782Dneg15	9782	978	-15	male	yes	WT	630_VPI	cleared	630	VPI	2014
9783D0	9783	978	0	male	yes	WT	630_VPI	cleared	630	VPI	2014
9783D1	9783	978	1	male	yes	WT	630_VPI	cleared	630	VPI	2014
9783D10	9783	978	10	male	yes	WT	630_VPI	cleared	630	VPI	2014
9783D16	9783	978	16	male	yes	WT	630_VPI	cleared	630	VPI	2014
9783D22	9783	978	22	male	yes	WT	630_VPI	cleared	630	VPI	2014
9783D4	9783	978	4	male	yes	WT	630_VPI	cleared	630	VPI	2014
9783D44	9783	978	44	male	yes	WT	630_VPI	cleared	630	VPI	2014
9783D7	9783	978	7	male	yes	WT	630_VPI	cleared	630	VPI	2014
9783Dneg15	9783	978	-15	male	yes	WT	630_VPI	cleared	630	VPI	2014
9784D0	9784	978	0	male	yes	WT	630_VPI	cleared	630	VPI	2014
9784D1	9784	978	1	male	yes	WT	630_VPI	cleared	630	VPI	2014
9784D10	9784	978	10	male	yes	WT	630_VPI	cleared	630	VPI	2014
9784D16	9784	978	16	male	yes	WT	630_VPI	cleared	630	VPI	2014
9784D22	9784	978	22	male	yes	WT	630_VPI	cleared	630	VPI	2014
9784D4	9784	978	4	male	yes	WT	630_VPI	cleared	630	VPI	2014
9784D44A	9784	978	44	male	yes	WT	630_VPI	cleared	630	VPI	2014
9784D44B	9784	978	44	male	yes	WT	630_VPI	cleared	630	VPI	2014
9784D7	9784	978	7	male	yes	WT	630_VPI	cleared	630	VPI	2014
9784Dneg15	9784	978	-15	male	yes	WT	630_VPI	cleared	630	VPI	2014
9785D0	9785	978	0	male	yes	WT	630_VPI	cleared	630	VPI	2014
9785D1	9785	978	1	male	yes	WT	630_VPI	cleared	630	VPI	2014
9785D10	9785	978	10	male	yes	WT	630_VPI	cleared	630	VPI	2014
9785D16	9785	978	16	male	yes	WT	630_VPI	cleared	630	VPI	2014
9785D22	9785	978	22	male	yes	WT	630_VPI	cleared	630	VPI	2014
9785D4	9785	978	4	male	yes	WT	630_VPI	cleared	630	VPI	2014
9785D7	9785	978	7	male	yes	WT	630_VPI	cleared	630	VPI	2014
9785Dneg15	9785	978	-15	male	yes	WT	630_VPI	cleared	630	VPI	2014
9791D0	9791	979	0	male	no	WT	Naive_VPI	uncolonized	mock	VPI	2014
9791D1	9791	979	1	male	no	WT	Naive_VPI	uncolonized	mock	VPI	2014
9791D10	9791	979	10	male	no	WT	Naive_VPI	uncolonized	mock	VPI	2014
9791D16	9791	979	16	male	no	WT	Naive_VPI	uncolonized	mock	VPI	2014
9791D22	9791	979	22	male	no	WT	Naive_VPI	uncolonized	mock	VPI	2014
9791D4	9791	979	4	male	no	WT	Naive_VPI	uncolonized	mock	VPI	2014
9791D44	9791	979	44	male	no	WT	Naive_VPI	uncolonized	mock	VPI	2014
9791D7	9791	979	7	male	no	WT	Naive_VPI	uncolonized	mock	VPI	2014
9791Dneg15	9791	979	-15	male	no	WT	Naive_VPI	uncolonized	mock	VPI	2014
9792D0	9792	979	0	male	no	WT	Naive_VPI	uncolonized	mock	VPI	2014
9792D1	9792	979	1	male	no	WT	Naive_VPI	uncolonized	mock	VPI	2014
9792D10	9792	979	10	male	no	WT	Naive_VPI	uncolonized	mock	VPI	2014
9792D16	9792	979	16	male	no	WT	Naive_VPI	uncolonized	mock	VPI	2014
9792D22	9792	979	22	male	no	WT	Naive_VPI	uncolonized	mock	VPI	2014
9792D4	9792	979	4	male	no	WT	Naive_VPI	uncolonized	mock	VPI	2014
9792D44	9792	979	44	male	no	WT	Naive_VPI	uncolonized	mock	VPI	2014
9792D7	9792	979	7	male	no	WT	Naive_VPI	uncolonized	mock	VPI	2014
9792Dneg15	9792	979	-15	male	no	WT	Naive_VPI	uncolonized	mock	VPI	2014
9793D0	9793	979	0	male	no	WT	Naive_VPI	uncolonized	mock	VPI	2014
9793D1	9793	979	1	male	no	WT	Naive_VPI	uncolonized	mock	VPI	2014
9793D10	9793	979	10	male	no	WT	Naive_VPI	uncolonized	mock	VPI	2014
9793D16	9793	979	16	male	no	WT	Naive_VPI	uncolonized	mock	VPI	2014
9793D22	9793	979	22	male	no	WT	Naive_VPI	uncolonized	mock	VPI	2014
9793D22A	9793	979	22	male	no	WT	Naive_VPI	uncolonized	mock	VPI	2014
9793D22B	9793	979	22	male	no	WT	Naive_VPI	uncolonized	mock	VPI	2014
9793D4	9793	979	4	male	no	WT	Naive_VPI	uncolonized	mock	VPI	2014
9793D44	9793	979	44	male	no	WT	Naive_VPI	uncolonized	mock	VPI	2014
9793D7	9793	979	7	male	no	WT	Naive_VPI	uncolonized	mock	VPI	2014
9793Dneg15	9793	979	-15	male	no	WT	Naive_VPI	uncolonized	mock	VPI	2014
9794D0	9794	979	0	male	no	WT	Naive_VPI	uncolonized	mock	VPI	2014
9794D1	9794	979	1	male	no	WT	Naive_VPI	uncolonized	mock	VPI	2014
9794D10	9794	979	10	male	no	WT	Naive_VPI	uncolonized	mock	VPI	2014
9794D16	9794	979	16	male	no	WT	Naive_VPI	uncolonized	mock	VPI	2014
9794D22	9794	979	22	male	no	WT	Naive_VPI	uncolonized	mock	VPI	2014
9794D4	9794	979	4	male	no	WT	Naive_VPI	uncolonized	mock	VPI	2014
